n,n_start_time,n_end_time,Omega,ToA_p1,AoA_p1,ToA_p2,AoA_p2,ToA_p3,AoA_p3,ToA_p4,AoA_p4
0.0,0.09340284846241716,0.3639330100486138,23.225452091328567,0.3526183531518712,6.02039728549447,0.1259421716681191,0.7557404921982865,0.1259421716681191,0.7557404921982865,0.1259421716681191,0.7557404921982865
1.0,0.3639330100486138,0.6308153465292456,23.542904300208598,0.6196137052647891,6.0194661388852175,0.3958317048041014,0.750987917930011,0.3958317048041014,0.750987917930011,0.3958317048041014,0.750987917930011
2.0,0.6308153465292456,0.8943335920659908,23.843454537205677,0.8833626531954265,6.021600224988823,0.6624268842683383,0.7537282629332169,0.6624268842683383,0.7537282629332169,0.6624268842683383,0.7537282629332169
