n,n_start_time,n_end_time,Omega,ToA_p1,AoA_p1,ToA_p2,AoA_p2,ToA_p3,AoA_p3,ToA_p4,AoA_p4
0.0,0.09340284846241716,0.3639330100486138,23.225452091328567,0.13654713481606612,1.0020455557212349,0.18037768753248992,2.0200299579729872,0.18037768753248992,2.0200299579729872,0.18037768753248992,2.0200299579729872
1.0,0.3639330100486138,0.6308153465292456,23.542904300208598,0.4062303405228854,0.9958020035100741,0.4493291647482159,2.010473497698541,0.4493291647482159,2.010473497698541,0.4493291647482159,2.010473497698541
2.0,0.6308153465292456,0.8943335920659908,23.843454537205677,0.6727167035995014,0.9990731023518652,0.715401792465573,2.016833078146627,0.715401792465573,2.016833078146627,0.715401792465573,2.016833078146627
