n,n_start_time,n_end_time,Omega,ToA_p1,AoA_p1,ToA_p2,AoA_p2,ToA_p3,AoA_p3
0.0,0.20206074336197077,0.46032456046000825,24.328554335563297,0.2056872960177574,0.08822878333708627,0.21298804569101773,0.2658454684533462,0.22006557576542332,0.43803154343010603
1.0,0.46032456046000825,0.7161629766799693,24.559194041357415,0.4638989860366956,0.08778501132425567,0.4710967798720937,0.2645570267974836,0.478046348780241,0.43523283811645747
2.0,0.7161629766799693,0.967916966389391,24.957639457598013,0.7196732160462119,0.0876072885125506,0.7267484912423935,0.2641894559221361,0.733604238825071,0.4352927323028999
3.0,0.967916966389391,1.2175314926088059,25.17155312370151,0.9713929053087085,0.08749478116234265,0.9784057952159754,0.26402011201378145,0.9851903424147147,0.43479770224710884
4.0,1.2175314926088059,1.4635591910204622,25.538528172817724,1.2209673775132264,0.08774744343010164,1.227896736837216,0.26471308174538816,1.2345836359288993,0.43548664258713127
